product_id,version,name,release_date,link
kubernetes/kubernetes,v1.19.0-alpha.3,v1.19.0-alpha.3,2020-05-05 16:46:56,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-alpha.3
kubernetes/kubernetes,v1.19.0-alpha.2,v1.19.0-alpha.2,2020-04-21 19:48:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-alpha.2
kubernetes/kubernetes,v1.17.5,v1.17.5,2020-04-16 22:57:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.5
kubernetes/kubernetes,v1.18.2,v1.18.2,2020-04-16 22:54:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.2
kubernetes/kubernetes,v1.16.9,v1.16.9,2020-04-16 22:52:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.9
kubernetes/kubernetes,v1.18.1,v1.18.1,2020-04-08 19:39:57,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.1
kubernetes/kubernetes,v1.19.0-alpha.1,v1.19.0-alpha.1,2020-03-26 04:04:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.19.0-alpha.1
kubernetes/kubernetes,v1.18.0,v1.18.0,2020-03-25 19:38:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0
kubernetes/kubernetes,v1.18.0-rc.1,v1.18.0-rc.1,2020-03-17 18:13:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-rc.1
kubernetes/kubernetes,v1.15.11,v1.15.11,2020-03-12 23:37:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.11
kubernetes/kubernetes,v1.17.4,v1.17.4,2020-03-12 23:12:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.4
kubernetes/kubernetes,v1.16.8,v1.16.8,2020-03-12 23:11:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.8
kubernetes/kubernetes,v1.18.0-beta.2,v1.18.0-beta.2,2020-03-10 20:56:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-beta.2
kubernetes/kubernetes,v1.18.0-beta.1,v1.18.0-beta.1,2020-02-26 13:39:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-beta.1
kubernetes/kubernetes,v1.18.0-alpha.5,v1.18.0-alpha.5,2020-02-13 06:34:21,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.5
kubernetes/kubernetes,v1.15.10,v1.15.10,2020-02-11 22:22:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.10
kubernetes/kubernetes,v1.16.7,v1.16.7,2020-02-11 21:38:00,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.7
kubernetes/kubernetes,v1.17.3,v1.17.3,2020-02-11 20:00:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.3
kubernetes/kubernetes,v1.18.0-alpha.3,v1.18.0-alpha.3,2020-02-04 17:31:00,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.3
kubernetes/kubernetes,v1.15.9,v1.15.9,2020-01-21 18:30:57,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.9
kubernetes/kubernetes,v1.17.2,v1.17.2,2020-01-21 18:30:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.2
kubernetes/kubernetes,v1.16.6,v1.16.6,2020-01-21 18:27:32,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.6
kubernetes/kubernetes,v1.18.0-alpha.2,v1.18.0-alpha.2,2020-01-21 11:41:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.2
kubernetes/kubernetes,v1.15.8,v1.15.8,2020-01-16 17:33:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.8
kubernetes/kubernetes,v1.16.5,v1.16.5,2020-01-16 17:29:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.5
kubernetes/kubernetes,v1.17.1,v1.17.1,2020-01-14 22:21:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.1
kubernetes/kubernetes,v1.18.0-alpha.1,v1.18.0-alpha.1,2019-12-18 10:37:58,https://github.com/kubernetes/kubernetes/releases/tag/v1.18.0-alpha.1
kubernetes/kubernetes,v1.14.10,v1.14.10,2019-12-11 18:40:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.10
kubernetes/kubernetes,v1.16.4,v1.16.4,2019-12-11 18:38:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.4
kubernetes/kubernetes,v1.15.7,v1.15.7,2019-12-11 18:37:50,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.7
kubernetes/kubernetes,v1.17.0,v1.17.0,2019-12-09 21:10:53,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0
kubernetes/kubernetes,v1.17.0-rc.2,v1.17.0-rc.2,2019-12-03 16:08:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-rc.2
kubernetes/kubernetes,v1.17.0-rc.1,v1.17.0-rc.1,2019-11-22 19:19:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-rc.1
kubernetes/kubernetes,v1.17.0-beta.2,v1.17.0-beta.2,2019-11-18 17:53:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-beta.2
kubernetes/kubernetes,v1.16.3,v1.16.3,2019-11-13 18:42:39,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.3
kubernetes/kubernetes,v1.14.9,v1.14.9,2019-11-13 18:18:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.9
kubernetes/kubernetes,v1.15.6,v1.15.6,2019-11-13 18:13:24,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.6
kubernetes/kubernetes,v1.17.0-beta.1,v1.17.0-beta.1,2019-11-05 17:10:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-beta.1
kubernetes/kubernetes,v1.17.0-alpha.3,v1.17.0-alpha.3,2019-10-22 18:27:01,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-alpha.3
kubernetes/kubernetes,v1.15.5,v1.15.5,2019-10-15 21:18:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.5
kubernetes/kubernetes,v1.16.2,v1.16.2,2019-10-15 21:13:30,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.2
kubernetes/kubernetes,v1.13.12,v1.13.12,2019-10-15 18:06:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.12
kubernetes/kubernetes,v1.14.8,v1.14.8,2019-10-15 17:51:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.8
kubernetes/kubernetes,v1.17.0-alpha.2,v1.17.0-alpha.2,2019-10-15 10:54:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-alpha.2
kubernetes/kubernetes,v1.17.0-alpha.1,v1.17.0-alpha.1,2019-10-03 00:15:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.0-alpha.1
kubernetes/kubernetes,v1.16.1,v1.16.1,2019-10-02 21:15:05,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.1
kubernetes/kubernetes,v1.15.4,v1.15.4,2019-09-18 16:29:30,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.4
kubernetes/kubernetes,v1.14.7,v1.14.7,2019-09-18 16:26:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.7
kubernetes/kubernetes,v1.13.11,v1.13.11,2019-09-18 16:24:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.11
kubernetes/kubernetes,v1.16.0,v1.16.0,2019-09-18 16:07:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0
kubernetes/kubernetes,v1.16.0-rc.2,v1.16.0-rc.2,2019-09-13 15:30:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-rc.2
kubernetes/kubernetes,v1.16.0-rc.1,v1.16.0-rc.1,2019-09-10 19:31:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-rc.1
kubernetes/kubernetes,v1.16.0-beta.2,v1.16.0-beta.2,2019-09-04 16:50:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-beta.2
kubernetes/kubernetes,v1.16.0-beta.1,v1.16.0-beta.1,2019-08-20 14:28:01,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-beta.1
kubernetes/kubernetes,v1.15.3,v1.15.3,2019-08-19 12:41:04,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.3
kubernetes/kubernetes,v1.14.6,v1.14.6,2019-08-19 12:40:18,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.6
kubernetes/kubernetes,v1.13.10,v1.13.10,2019-08-19 12:31:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.10
kubernetes/kubernetes,v1.16.0-alpha.3,v1.16.0-alpha.3,2019-08-07 17:15:53,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-alpha.3
kubernetes/kubernetes,v1.15.2,v1.15.2,2019-08-05 12:04:28,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.2
kubernetes/kubernetes,v1.14.5,v1.14.5,2019-08-05 12:03:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.5
kubernetes/kubernetes,v1.13.9,v1.13.9,2019-08-05 12:01:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.9
kubernetes/kubernetes,v1.16.0-alpha.2,v1.16.0-alpha.2,2019-07-30 13:27:43,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-alpha.2
kubernetes/kubernetes,v1.15.1,v1.15.1,2019-07-18 12:02:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.1
kubernetes/kubernetes,v1.16.0-alpha.1,v1.16.0-alpha.1,2019-07-17 02:01:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.0-alpha.1
kubernetes/kubernetes,v1.14.4,v1.14.4,2019-07-08 10:46:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.4
kubernetes/kubernetes,v1.13.8,v1.13.8,2019-07-08 10:23:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.8
kubernetes/kubernetes,v1.12.10,v1.12.10,2019-07-08 05:51:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.10
kubernetes/kubernetes,v1.15.0,v1.15.0,2019-06-19 18:42:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0
kubernetes/kubernetes,v1.15.0-rc.1,v1.15.0-rc.1,2019-06-11 23:39:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0-rc.1
kubernetes/kubernetes,v1.13.7,v1.13.7,2019-06-06 18:16:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.7
kubernetes/kubernetes,v1.14.3,v1.14.3,2019-06-06 16:01:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.3
kubernetes/kubernetes,v1.15.0-beta.2,v1.15.0-beta.2,2019-06-06 03:24:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0-beta.2
kubernetes/kubernetes,v1.15.0-beta.1,v1.15.0-beta.1,2019-05-29 01:55:24,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0-beta.1
kubernetes/kubernetes,v1.12.9,v1.12.9,2019-05-28 04:57:58,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.9
kubernetes/kubernetes,v1.14.2,v1.14.2,2019-05-16 18:11:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.2
kubernetes/kubernetes,v1.13.6,v1.13.6,2019-05-08 15:43:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.6
kubernetes/kubernetes,v1.15.0-alpha.3,v1.15.0-alpha.3,2019-05-07 19:44:29,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0-alpha.3
kubernetes/kubernetes,v1.11.10,v1.11.10,2019-05-01 19:20:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.10
kubernetes/kubernetes,v1.15.0-alpha.2,v1.15.0-alpha.2,2019-04-29 19:29:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0-alpha.2
kubernetes/kubernetes,v1.12.8,v1.12.8,2019-04-24 00:48:10,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.8
kubernetes/kubernetes,v1.15.0-alpha.1,v1.15.0-alpha.1,2019-04-16 22:12:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.0-alpha.1
kubernetes/kubernetes,v1.14.1,v1.14.1,2019-04-08 19:04:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.1
kubernetes/kubernetes,v1.14.0,v1.14.0,2019-03-25 17:48:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0
kubernetes/kubernetes,v1.13.5,v1.13.5,2019-03-25 17:07:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.5
kubernetes/kubernetes,v1.11.9,v1.11.9,2019-03-25 17:03:02,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.9
kubernetes/kubernetes,v1.12.7,v1.12.7,2019-03-25 14:52:43,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.7
kubernetes/kubernetes,v1.14.0-rc.1,v1.14.0-rc.1,2019-03-19 19:31:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-rc.1
kubernetes/kubernetes,v1.14.0-beta.2,v1.14.0-beta.2,2019-03-12 19:15:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-beta.2
kubernetes/kubernetes,v1.11.8,v1.11.8,2019-02-28 20:45:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.8
kubernetes/kubernetes,v1.13.4,v1.13.4,2019-02-28 15:23:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.4
kubernetes/kubernetes,v1.14.0-beta.1,v1.14.0-beta.1,2019-02-26 19:21:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-beta.1
kubernetes/kubernetes,v1.12.6,v1.12.6,2019-02-26 16:09:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.6
kubernetes/kubernetes,v1.10.13,v1.10.13,2019-02-13 13:22:49,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.13
kubernetes/kubernetes,v1.14.0-alpha.3,v1.14.0-alpha.3,2019-02-12 11:23:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-alpha.3
kubernetes/kubernetes,v1.13.3,v1.13.3,2019-02-01 21:49:18,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.3
kubernetes/kubernetes,v1.14.0-alpha.2,v1.14.0-alpha.2,2019-01-29 11:23:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-alpha.2
kubernetes/kubernetes,v1.11.7,v1.11.7,2019-01-24 21:35:32,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.7
kubernetes/kubernetes,v1.12.5,v1.12.5,2019-01-17 17:54:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.5
kubernetes/kubernetes,v1.14.0-alpha.1,v1.14.0-alpha.1,2019-01-15 13:22:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-alpha.1
kubernetes/kubernetes,v1.13.2,v1.13.2,2019-01-11 02:18:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.2
kubernetes/kubernetes,v1.10.12,v1.10.12,2018-12-19 13:29:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.12
kubernetes/kubernetes,v1.12.4,v1.12.4,2018-12-17 17:03:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.4
kubernetes/kubernetes,v1.11.6,v1.11.6,2018-12-16 20:12:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.6
kubernetes/kubernetes,v1.13.1,v1.13.1,2018-12-13 12:36:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.1
kubernetes/kubernetes,v1.13.0,v1.13.0,2018-12-03 22:58:04,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0
kubernetes/kubernetes,v1.13.0-rc.2,v1.13.0-rc.2,2018-12-01 00:31:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-rc.2
kubernetes/kubernetes,v1.13.0-rc.1,v1.13.0-rc.1,2018-11-28 03:21:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-rc.1
kubernetes/kubernetes,v1.10.11,v1.10.11,2018-11-26 17:08:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.11
kubernetes/kubernetes,v1.11.5,v1.11.5,2018-11-26 16:41:27,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.5
kubernetes/kubernetes,v1.12.3,v1.12.3,2018-11-26 15:11:32,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.3
kubernetes/kubernetes,v1.13.0-beta.2,v1.13.0-beta.2,2018-11-23 03:08:10,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-beta.2
kubernetes/kubernetes,v1.13.0-beta.1,v1.13.0-beta.1,2018-11-17 05:43:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-beta.1
kubernetes/kubernetes,v1.10.10,v1.10.10,2018-11-14 14:11:45,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.10
kubernetes/kubernetes,v1.13.0-alpha.3,v1.13.0-alpha.3,2018-10-31 13:59:28,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-alpha.3
kubernetes/kubernetes,v1.12.2,v1.12.2,2018-10-26 15:37:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.2
kubernetes/kubernetes,v1.11.4,v1.11.4,2018-10-26 01:39:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.4
kubernetes/kubernetes,v1.13.0-alpha.2,v1.13.0-alpha.2,2018-10-24 15:10:54,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-alpha.2
kubernetes/kubernetes,v1.10.9,v1.10.9,2018-10-16 14:34:54,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.9
kubernetes/kubernetes,v1.13.0-alpha.1,v1.13.0-alpha.1,2018-10-15 22:15:50,https://github.com/kubernetes/kubernetes/releases/tag/v1.13.0-alpha.1
kubernetes/kubernetes,v1.12.1,v1.12.1,2018-10-05 18:51:54,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.1
kubernetes/kubernetes,v1.9.11,v1.9.11,2018-10-01 19:14:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.11
kubernetes/kubernetes,v1.12.0,v1.12.0,2018-09-27 23:23:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.0
kubernetes/kubernetes,v1.12.0-rc.2,v1.12.0-rc.2,2018-09-21 22:54:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.0-rc.2
kubernetes/kubernetes,v1.12.0-rc.1,v1.12.0-rc.1,2018-09-18 22:06:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.0-rc.1
kubernetes/kubernetes,v1.10.8,v1.10.8,2018-09-15 08:59:49,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.8
kubernetes/kubernetes,v1.12.0-beta.2,v1.12.0-beta.2,2018-09-12 01:27:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.0-beta.2
kubernetes/kubernetes,v1.11.3,v1.11.3,2018-09-09 19:50:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.3
kubernetes/kubernetes,v1.12.0-beta.1,v1.12.0-beta.1,2018-09-05 04:42:29,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.0-beta.1
kubernetes/kubernetes,v1.10.7,v1.10.7,2018-08-20 12:15:17,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.7
kubernetes/kubernetes,v1.11.2,v1.11.2,2018-08-08 02:40:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.2
kubernetes/kubernetes,v1.9.10,v1.9.10,2018-08-03 01:32:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.10
