product_id,version,name,release_date,link
kubernetes/kubernetes,v1.12.0-alpha.1,v1.12.0-alpha.1,2018-08-02 00:28:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.12.0-alpha.1
kubernetes/kubernetes,v1.10.6,v1.10.6,2018-07-26 13:05:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.6
kubernetes/kubernetes,v1.11.1,v1.11.1,2018-07-17 22:00:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.1
kubernetes/kubernetes,v1.8.15,v1.8.15,2018-07-11 23:06:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.15
kubernetes/kubernetes,v1.9.9,v1.9.9,2018-06-29 06:08:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.9
kubernetes/kubernetes,v1.11.0,v1.11.0,2018-06-27 21:58:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0
kubernetes/kubernetes,v1.11.0-rc.3,v1.11.0-rc.3,2018-06-26 21:23:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-rc.3
kubernetes/kubernetes,v1.11.0-rc.2,v1.11.0-rc.2,2018-06-25 17:32:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-rc.2
kubernetes/kubernetes,v1.10.5,v1.10.5,2018-06-21 13:52:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.5
kubernetes/kubernetes,v1.11.0-rc.1,v1.11.0-rc.1,2018-06-21 00:49:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-rc.1
kubernetes/kubernetes,v1.8.14,v1.8.14,2018-06-19 17:13:25,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.14
kubernetes/kubernetes,v1.11.0-beta.2,v1.11.0-beta.2,2018-06-07 17:11:10,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-beta.2
kubernetes/kubernetes,v1.10.4,v1.10.4,2018-06-06 11:13:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.4
kubernetes/kubernetes,v1.11.0-beta.1,v1.11.0-beta.1,2018-06-01 00:44:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-beta.1
kubernetes/kubernetes,v1.9.8,v1.9.8,2018-05-21 22:00:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.8
kubernetes/kubernetes,v1.10.3,v1.10.3,2018-05-21 11:15:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.3
kubernetes/kubernetes,v1.8.13,v1.8.13,2018-05-15 19:50:53,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.13
kubernetes/kubernetes,v1.11.0-alpha.2,v1.11.0-alpha.2,2018-05-02 15:57:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-alpha.2
kubernetes/kubernetes,v1.10.2,v1.10.2,2018-04-27 11:46:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.2
kubernetes/kubernetes,v1.8.12,v1.8.12,2018-04-24 04:36:32,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.12
kubernetes/kubernetes,v1.11.0-alpha.1,v1.11.0-alpha.1,2018-04-19 20:31:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.11.0-alpha.1
kubernetes/kubernetes,v1.9.7,v1.9.7,2018-04-19 16:42:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.7
kubernetes/kubernetes,v1.10.1,v1.10.1,2018-04-12 18:08:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.1
kubernetes/kubernetes,v1.8.11,v1.8.11,2018-04-05 20:39:33,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.11
kubernetes/kubernetes,v1.7.16,v1.7.16,2018-04-04 13:26:31,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.16
kubernetes/kubernetes,v1.10.0,v1.10.0,2018-03-26 23:57:17,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0
kubernetes/kubernetes,v1.9.6,v1.9.6,2018-03-21 19:01:31,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.6
kubernetes/kubernetes,v1.10.0-rc.1,v1.10.0-rc.1,2018-03-20 00:54:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-rc.1
kubernetes/kubernetes,v1.7.15,v1.7.15,2018-03-19 20:38:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.15
kubernetes/kubernetes,v1.8.10,v1.8.10,2018-03-19 20:05:18,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.10
kubernetes/kubernetes,v1.9.5,v1.9.5,2018-03-19 19:26:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.5
kubernetes/kubernetes,v1.10.0-beta.4,v1.10.0-beta.4,2018-03-14 06:54:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-beta.4
kubernetes/kubernetes,v1.10.0-beta.3,v1.10.0-beta.3,2018-03-12 22:26:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-beta.3
kubernetes/kubernetes,v1.8.9,v1.8.9,2018-03-12 19:49:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.9
kubernetes/kubernetes,v1.9.4,v1.9.4,2018-03-12 19:49:45,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.4
kubernetes/kubernetes,v1.7.14,v1.7.14,2018-03-12 19:49:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.14
kubernetes/kubernetes,v1.10.0-beta.2,v1.10.0-beta.2,2018-03-07 21:44:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-beta.2
kubernetes/kubernetes,v1.7.13,v1.7.13,2018-03-01 21:23:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.13
kubernetes/kubernetes,v1.10.0-beta.1,v1.10.0-beta.1,2018-03-01 08:18:58,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-beta.1
kubernetes/kubernetes,v1.8.8,v1.8.8,2018-02-09 23:28:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.8
kubernetes/kubernetes,v1.9.3,v1.9.3,2018-02-09 21:46:27,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.3
kubernetes/kubernetes,v1.10.0-alpha.3,v1.10.0-alpha.3,2018-02-01 21:51:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-alpha.3
kubernetes/kubernetes,v1.10.0-alpha.2,v1.10.0-alpha.2,2018-01-26 19:41:25,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-alpha.2
kubernetes/kubernetes,v1.9.2,v1.9.2,2018-01-18 20:06:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.2
kubernetes/kubernetes,v1.8.7,v1.8.7,2018-01-17 01:19:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.7
kubernetes/kubernetes,v1.9.1,v1.9.1,2018-01-04 19:16:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.1
kubernetes/kubernetes,v1.7.12,v1.7.12,2017-12-29 14:08:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.12
kubernetes/kubernetes,v1.8.6,v1.8.6,2017-12-21 20:29:45,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.6
kubernetes/kubernetes,v1.10.0-alpha.1,v1.10.0-alpha.1,2017-12-18 22:00:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.10.0-alpha.1
kubernetes/kubernetes,v1.9.0,v1.9.0,2017-12-15 23:34:42,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.0
kubernetes/kubernetes,v1.9.0-beta.2,v1.9.0-beta.2,2017-12-07 21:59:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.0-beta.2
kubernetes/kubernetes,v1.8.5,v1.8.5,2017-12-07 18:09:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.5
kubernetes/kubernetes,v1.9.0-beta.1,v1.9.0-beta.1,2017-11-30 21:30:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.0-beta.1
kubernetes/kubernetes,v1.7.11,v1.7.11,2017-11-25 22:51:39,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.11
kubernetes/kubernetes,v1.6.13,v1.6.13,2017-11-22 22:37:53,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.13
kubernetes/kubernetes,v1.8.4,v1.8.4,2017-11-20 19:03:33,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.4
kubernetes/kubernetes,v1.9.0-alpha.3,v1.9.0-alpha.3,2017-11-16 00:41:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.0-alpha.3
kubernetes/kubernetes,v1.8.3,v1.8.3,2017-11-08 21:09:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.3
kubernetes/kubernetes,v1.7.10,v1.7.10,2017-11-03 21:17:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.10
kubernetes/kubernetes,v1.9.0-alpha.2,v1.9.0-alpha.2,2017-11-01 22:50:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.0-alpha.2
kubernetes/kubernetes,v1.6.12,v1.6.12,2017-10-25 20:25:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.12
kubernetes/kubernetes,v1.8.2,v1.8.2,2017-10-24 21:43:05,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.2
kubernetes/kubernetes,v1.7.9,v1.7.9,2017-10-19 19:55:23,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.9
kubernetes/kubernetes,v1.8.1,v1.8.1,2017-10-12 14:32:17,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.1
kubernetes/kubernetes,v1.7.8,v1.7.8,2017-10-05 12:01:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.8
kubernetes/kubernetes,v1.5.8,v1.5.8,2017-10-01 08:27:06,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.8
kubernetes/kubernetes,v1.7.7,v1.7.7,2017-09-29 06:05:58,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.7
kubernetes/kubernetes,v1.8.0,v1.8.0,2017-09-29 04:33:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.0
kubernetes/kubernetes,v1.6.11,v1.6.11,2017-09-28 23:46:34,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.11
kubernetes/kubernetes,v1.8.0-rc.1,v1.8.0-rc.1,2017-09-23 02:49:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.0-rc.1
kubernetes/kubernetes,v1.9.0-alpha.1,v1.9.0-alpha.1,2017-09-23 02:32:26,https://github.com/kubernetes/kubernetes/releases/tag/v1.9.0-alpha.1
kubernetes/kubernetes,v1.7.6,v1.7.6,2017-09-14 12:19:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.6
kubernetes/kubernetes,v1.6.10,v1.6.10,2017-09-13 22:06:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.10
kubernetes/kubernetes,v1.8.0-beta.1,v1.8.0-beta.1,2017-09-08 02:47:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.0-beta.1
kubernetes/kubernetes,v1.7.5,v1.7.5,2017-08-31 13:40:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.5
kubernetes/kubernetes,v1.8.0-alpha.3,v1.8.0-alpha.3,2017-08-24 00:01:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.0-alpha.3
kubernetes/kubernetes,v1.6.9,v1.6.9,2017-08-23 20:02:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.9
kubernetes/kubernetes,v1.7.4,v1.7.4,2017-08-17 17:28:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.4
kubernetes/kubernetes,v1.6.8,v1.6.8,2017-08-03 20:20:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.8
kubernetes/kubernetes,v1.7.3,v1.7.3,2017-08-03 11:34:21,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.3
kubernetes/kubernetes,v1.7.2,v1.7.2,2017-07-21 12:34:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.2
kubernetes/kubernetes,v1.7.1,v1.7.1,2017-07-14 04:23:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.1
kubernetes/kubernetes,v1.8.0-alpha.2,v1.8.0-alpha.2,2017-07-13 03:08:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.0-alpha.2
kubernetes/kubernetes,v1.6.7,v1.6.7,2017-07-05 19:12:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.7
kubernetes/kubernetes,v1.7.0,v1.7.0,2017-06-30 06:35:31,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0
kubernetes/kubernetes,v1.7.0-rc.1,v1.7.0-rc.1,2017-06-24 22:29:04,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-rc.1
kubernetes/kubernetes,v1.8.0-alpha.1,v1.8.0-alpha.1,2017-06-20 00:13:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.8.0-alpha.1
kubernetes/kubernetes,v1.6.6,v1.6.6,2017-06-16 20:55:59,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.6
kubernetes/kubernetes,v1.7.0-beta.2,v1.7.0-beta.2,2017-06-15 18:55:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-beta.2
kubernetes/kubernetes,v1.6.5,v1.6.5,2017-06-14 22:26:16,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.5
kubernetes/kubernetes,v1.7.0-beta.1,v1.7.0-beta.1,2017-06-08 03:22:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-beta.1
kubernetes/kubernetes,v1.6.4,v1.6.4,2017-05-19 19:59:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.4
kubernetes/kubernetes,v1.7.0-alpha.4,v1.7.0-alpha.4,2017-05-18 19:30:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-alpha.4
kubernetes/kubernetes,v1.6.3,v1.6.3,2017-05-10 18:26:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.3
kubernetes/kubernetes,v1.7.0-alpha.3,v1.7.0-alpha.3,2017-05-05 18:23:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-alpha.3
kubernetes/kubernetes,v1.5.7,v1.5.7,2017-04-27 12:28:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.7
kubernetes/kubernetes,v1.4.12,v1.4.12,2017-04-20 21:46:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.12
kubernetes/kubernetes,v1.7.0-alpha.2,v1.7.0-alpha.2,2017-04-20 16:40:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-alpha.2
kubernetes/kubernetes,v1.6.2,v1.6.2,2017-04-19 22:58:23,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.2
kubernetes/kubernetes,v1.7.0-alpha.1,v1.7.0-alpha.1,2017-04-06 21:06:20,https://github.com/kubernetes/kubernetes/releases/tag/v1.7.0-alpha.1
kubernetes/kubernetes,v1.6.1,v1.6.1,2017-04-03 22:54:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.1
kubernetes/kubernetes,v1.6.0,v1.6.0,2017-03-28 19:28:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0
kubernetes/kubernetes,v1.5.6,v1.5.6,2017-03-28 16:13:48,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.6
kubernetes/kubernetes,v1.6.0-rc.1,v1.6.0-rc.1,2017-03-24 20:20:28,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-rc.1
kubernetes/kubernetes,v1.5.5,v1.5.5,2017-03-22 01:26:47,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.5
kubernetes/kubernetes,v1.6.0-beta.4,v1.6.0-beta.4,2017-03-17 18:52:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-beta.4
kubernetes/kubernetes,v1.6.0-beta.3,v1.6.0-beta.3,2017-03-11 05:18:40,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-beta.3
kubernetes/kubernetes,v1.6.0-beta.2,v1.6.0-beta.2,2017-03-08 21:25:08,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-beta.2
kubernetes/kubernetes,v1.5.4,v1.5.4,2017-03-08 02:26:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.4
kubernetes/kubernetes,v1.6.0-beta.1,v1.6.0-beta.1,2017-03-03 00:06:37,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-beta.1
kubernetes/kubernetes,v1.6.0-alpha.3,v1.6.0-alpha.3,2017-02-16 20:26:09,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-alpha.3
kubernetes/kubernetes,v1.4.9,v1.4.9,2017-02-15 14:20:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.9
kubernetes/kubernetes,v1.5.3,v1.5.3,2017-02-15 09:08:28,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.3
kubernetes/kubernetes,v1.6.0-alpha.2,v1.6.0-alpha.2,2017-02-15 01:52:18,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-alpha.2
kubernetes/kubernetes,v1.6.0-alpha.1,v1.6.0-alpha.1,2017-01-31 03:55:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.6.0-alpha.1
kubernetes/kubernetes,v1.5.2,v1.5.2,2017-01-12 07:25:50,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.2
kubernetes/kubernetes,v1.4.8,v1.4.8,2017-01-12 03:06:35,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.8
kubernetes/kubernetes,v1.5.1,v1.5.1,2016-12-14 03:08:19,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.1
kubernetes/kubernetes,v1.5.0,v1.5.0,2016-12-13 01:46:49,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.0
kubernetes/kubernetes,v1.4.7,v1.4.7,2016-12-10 05:38:00,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.7
kubernetes/kubernetes,v1.5.0-beta.3,v1.5.0-beta.3,2016-12-09 01:54:30,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.0-beta.3
kubernetes/kubernetes,v1.5.0-beta.2,v1.5.0-beta.2,2016-11-25 01:25:00,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.0-beta.2
kubernetes/kubernetes,v1.5.0-beta.1,v1.5.0-beta.1,2016-11-18 23:03:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.0-beta.1
kubernetes/kubernetes,v1.4.6,v1.4.6,2016-11-12 06:09:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.6
kubernetes/kubernetes,v1.3.10,v1.3.10,2016-10-31 22:43:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.10
kubernetes/kubernetes,v1.4.5,v1.4.5,2016-10-29 02:23:52,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.5
kubernetes/kubernetes,v1.5.0-alpha.2,v1.5.0-alpha.2,2016-10-27 23:23:33,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.0-alpha.2
kubernetes/kubernetes,v1.2.7,v1.2.7,2016-10-22 20:41:29,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.7
kubernetes/kubernetes,v1.4.4,v1.4.4,2016-10-21 03:35:30,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.4
kubernetes/kubernetes,v1.3.9,v1.3.9,2016-10-20 22:51:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.9
kubernetes/kubernetes,v1.4.3,v1.4.3,2016-10-16 19:48:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.3
kubernetes/kubernetes,v1.5.0-alpha.1,v1.5.0-alpha.1,2016-10-14 19:08:10,https://github.com/kubernetes/kubernetes/releases/tag/v1.5.0-alpha.1
kubernetes/kubernetes,v1.4.2-beta.1,v1.4.2-beta.1,2016-10-13 16:32:21,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.2-beta.1
kubernetes/kubernetes,v1.4.1,v1.4.1,2016-10-10 19:20:44,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.1
kubernetes/kubernetes,v1.4.1-beta.2,v1.4.1-beta.2,2016-10-08 02:32:26,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.1-beta.2
kubernetes/kubernetes,v1.3.8,v1.3.8,2016-09-28 04:18:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.8
kubernetes/kubernetes,v1.4.0,v1.4.0,2016-09-26 19:05:05,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0
kubernetes/kubernetes,v1.4.0-beta.11,v1.4.0-beta.11,2016-09-23 23:18:26,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.11
kubernetes/kubernetes,v1.4.0-beta.10,v1.4.0-beta.10,2016-09-22 06:41:57,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.10
kubernetes/kubernetes,v1.4.0-beta.8,v1.4.0-beta.8,2016-09-18 21:47:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.8
kubernetes/kubernetes,v1.4.0-beta.7,v1.4.0-beta.7,2016-09-17 22:19:10,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.7
kubernetes/kubernetes,v1.4.0-beta.6,v1.4.0-beta.6,2016-09-16 21:16:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.6
kubernetes/kubernetes,v1.4.0-beta.5,v1.4.0-beta.5,2016-09-15 06:54:56,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.5
kubernetes/kubernetes,v1.3.7,v1.3.7,2016-09-13 00:04:24,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.7
kubernetes/kubernetes,v1.4.0-beta.3,v1.4.0-beta.3,2016-09-12 18:42:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.3
kubernetes/kubernetes,v1.4.0-beta.2,v1.4.0-beta.2,2016-09-12 16:11:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.2
kubernetes/kubernetes,v1.4.0-beta.1,v1.4.0-beta.1,2016-09-10 20:44:55,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-beta.1
kubernetes/kubernetes,v1.3.6,v1.3.6,2016-08-26 19:06:07,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.6
kubernetes/kubernetes,v1.4.0-alpha.3,v1.4.0-alpha.3,2016-08-25 19:47:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-alpha.3
kubernetes/kubernetes,v1.3.5,v1.3.5,2016-08-11 21:23:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.5
kubernetes/kubernetes,v1.3.4,v1.3.4,2016-08-01 17:36:03,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.4
kubernetes/kubernetes,v1.4.0-alpha.2,v1.4.0-alpha.2,2016-07-29 20:11:31,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-alpha.2
kubernetes/kubernetes,v1.3.3,v1.3.3,2016-07-22 22:21:33,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.3
kubernetes/kubernetes,v1.3.2,v1.3.2,2016-07-17 19:20:49,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.2
kubernetes/kubernetes,v1.3.1,v1.3.1,2016-07-17 18:15:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.1
kubernetes/kubernetes,v1.2.6,v1.2.6,2016-07-15 16:47:11,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.6
kubernetes/kubernetes,v1.4.0-alpha.1,v1.4.0-alpha.1,2016-07-11 21:11:32,https://github.com/kubernetes/kubernetes/releases/tag/v1.4.0-alpha.1
kubernetes/kubernetes,v1.3.0,v1.3.0,2016-07-01 20:25:49,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0
kubernetes/kubernetes,v1.3.0-beta.3,v1.3.0-beta.3,2016-07-01 01:03:05,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-beta.3
kubernetes/kubernetes,v1.2.5,v1.2.5,2016-06-27 18:29:43,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.5
kubernetes/kubernetes,v1.3.0-beta.2,v1.3.0-beta.2,2016-06-21 21:02:28,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-beta.2
kubernetes/kubernetes,v1.3.0-beta.1,v1.3.0-beta.1,2016-06-17 01:31:01,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-beta.1
kubernetes/kubernetes,v1.3.0-alpha.5,v1.3.0-alpha.5,2016-06-02 21:43:29,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-alpha.5
kubernetes/kubernetes,v1.3.0-alpha.4,v1.3.0-alpha.4,2016-05-17 22:35:13,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-alpha.4
kubernetes/kubernetes,v1.2.4,v1.2.4,2016-05-06 18:55:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.4
kubernetes/kubernetes,v1.3.0-alpha.3,v1.3.0-alpha.3,2016-05-02 17:47:46,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-alpha.3
kubernetes/kubernetes,v1.2.3,v1.2.3,2016-04-22 21:44:51,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.3
kubernetes/kubernetes,v1.3.0-alpha.2,v1.3.0-alpha.2,2016-04-11 20:01:17,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-alpha.2
kubernetes/kubernetes,v1.2.2,Release v1.2.2,2016-04-08 01:02:14,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.2
kubernetes/kubernetes,v1.2.1,Release v1.2.1,2016-04-01 19:36:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.1
kubernetes/kubernetes,v1.3.0-alpha.1,Release v1.3.0-alpha.1,2016-03-29 22:32:12,https://github.com/kubernetes/kubernetes/releases/tag/v1.3.0-alpha.1
kubernetes/kubernetes,v1.2.0,Release v1.2.0,2016-03-16 22:29:18,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0
kubernetes/kubernetes,v1.2.0-beta.1,Release v1.2.0-beta.1,2016-03-11 22:56:22,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0-beta.1
kubernetes/kubernetes,v1.2.0-beta.0,Release v1.2.0-beta.0,2016-03-08 19:59:29,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0-beta.0
kubernetes/kubernetes,v1.1.8,Release v1.1.8,2016-02-23 19:06:15,https://github.com/kubernetes/kubernetes/releases/tag/v1.1.8
kubernetes/kubernetes,v1.2.0-alpha.8,Release v1.2.0-alpha.8,2016-02-20 02:35:41,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0-alpha.8
kubernetes/kubernetes,v1.2.0-alpha.7,Release v1.2.0-alpha.7,2016-02-02 15:12:18,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0-alpha.7
kubernetes/kubernetes,v1.1.7,Release v1.1.7,2016-01-28 19:07:36,https://github.com/kubernetes/kubernetes/releases/tag/v1.1.7
kubernetes/kubernetes,v1.2.0-alpha.6,Release v1.2.0-alpha.6,2016-01-15 01:12:17,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0-alpha.6
kubernetes/kubernetes,v1.1.4,Release v1.1.4,2016-01-12 19:38:38,https://github.com/kubernetes/kubernetes/releases/tag/v1.1.4
kubernetes/kubernetes,v1.2.0-alpha.5,Release v1.2.0-alpha.5,2015-12-17 08:56:04,https://github.com/kubernetes/kubernetes/releases/tag/v1.2.0-alpha.5
kubernetes/kubernetes,v1.1.3,Release v1.1.3,2015-12-09 00:50:04,https://github.com/kubernetes/kubernetes/releases/tag/v1.1.3
